District,Crop,Price Date,Crop Price (Rs per quintal)
Cuddalore,Bengal Gram,Sep-16,5590
Cuddalore,Bengal Gram,Sep-16,5450
Cuddalore,Bengal Gram,Oct-16,5550
Cuddalore,Bengal Gram,Oct-16,5600
Cuddalore,Bengal Gram,Oct-16,5550
Cuddalore,Bengal Gram,Oct-16,5565
Cuddalore,Bengal Gram,Nov-16,5420
Cuddalore,Bengal Gram,Nov-16,5500
Cuddalore,Bengal Gram,Dec-16,5445
Cuddalore,Bengal Gram,Feb-18,5505
Cuddalore,Bengal Gram,Feb-18,5455
Cuddalore,Bengal Gram,Feb-18,5420
Cuddalore,Bengal Gram,Mar-18,5455
Cuddalore,Bengal Gram,Mar-18,5545
Cuddalore,Bengal Gram,Mar-18,5440
Cuddalore,Bengal Gram,Apr-18,5415
Cuddalore,Bengal Gram,Apr-18,5475
Cuddalore,Bengal Gram,Apr-18,5575
Cuddalore,Bengal Gram,May-18,5450
Cuddalore,Bengal Gram,May-18,5520
Cuddalore,Bengal Gram,May-18,5530
Cuddalore,Bengal Gram,Jun-18,5530
Cuddalore,Bengal Gram,Aug-20,5510
Cuddalore,Bengal Gram,Mar-23,5505
Cuddalore,Black Gram,Jan-20,6410
Cuddalore,Black Gram,Jan-20,6300
Cuddalore,Black Gram,Jan-20,6360
Cuddalore,Black Gram,Feb-20,6345
Cuddalore,Black Gram,Feb-20,6415
Cuddalore,Black Gram,Feb-20,6445
Cuddalore,Black Gram,Mar-20,6275
Cuddalore,Black Gram,Mar-20,6300
Cuddalore,Black Gram,Mar-20,6340
Cuddalore,Black Gram,Apr-20,6265
Cuddalore,Black Gram,Apr-20,6360
Cuddalore,Black Gram,Apr-20,6390
Cuddalore,Black Gram,May-20,6410
Cuddalore,Black Gram,May-20,6335
Cuddalore,Black Gram,May-20,6340
Cuddalore,Black Gram,Jun-20,6360
Cuddalore,Black Gram,Jun-20,6270
Cuddalore,Black Gram,Jun-20,6340
Cuddalore,Black Gram,Jul-20,6355
Cuddalore,Black Gram,Jul-20,6315
Cuddalore,Black Gram,Aug-20,6325
Cuddalore,Black Gram,Aug-20,6445
Cuddalore,Black Gram,Aug-20,6420
Cuddalore,Black Gram,Sep-20,6345
Cuddalore,Black Gram,Sep-20,6385
Cuddalore,Black Gram,Sep-20,6280
Cuddalore,Black Gram,Oct-20,6300
Cuddalore,Black Gram,Oct-20,6455
Cuddalore,Black Gram,Oct-20,6380
Cuddalore,Black Gram,Nov-20,6405
Cuddalore,Black Gram,Nov-20,6295
Cuddalore,Black Gram,Nov-20,6440
Cuddalore,Black Gram,Dec-20,6420
Cuddalore,Black Gram,Dec-20,6445
Cuddalore,Black Gram,Dec-20,6300
Cuddalore,Black Gram,Jan-21,6365
Cuddalore,Black Gram,Feb-21,6400
Cuddalore,Black Gram,Feb-21,6320
Cuddalore,Black Gram,Feb-21,6430
Cuddalore,Black Gram,Mar-21,6410
Cuddalore,Black Gram,Mar-21,6350
Cuddalore,Black Gram,Mar-21,6450
Cuddalore,Black Gram,Apr-21,6290
Cuddalore,Black Gram,Apr-21,6310
Cuddalore,Black Gram,Apr-21,6370
Cuddalore,Black Gram,May-21,6285
Cuddalore,Black Gram,May-21,6315
Cuddalore,Black Gram,May-21,6290
Cuddalore,Black Gram,Jun-21,6410
Cuddalore,Black Gram,Jun-21,6345
Cuddalore,Black Gram,Jul-21,6360
Cuddalore,Black Gram,Jul-21,6345
Cuddalore,Black Gram,Jul-21,6355
Cuddalore,Black Gram,Aug-21,6325
Cuddalore,Black Gram,Aug-21,6315
Cuddalore,Black Gram,Aug-21,6265
Cuddalore,Black Gram,Sep-21,6415
Cuddalore,Black Gram,Sep-21,6385
Cuddalore,Black Gram,Sep-21,6270
Cuddalore,Black Gram,Oct-21,6320
Cuddalore,Black Gram,Oct-21,6405
Cuddalore,Black Gram,Nov-21,6385
Cuddalore,Black Gram,Dec-21,6395
Cuddalore,Black Gram,Dec-21,6345
Cuddalore,Black Gram,Dec-21,6320
Cuddalore,Black Gram,Jan-22,6280
Cuddalore,Black Gram,Jan-22,6275
Cuddalore,Black Gram,Jan-22,6305
Cuddalore,Black Gram,Feb-22,6440
Cuddalore,Black Gram,Feb-22,6365
Cuddalore,Black Gram,Feb-22,6330
Cuddalore,Black Gram,Mar-22,6360
Cuddalore,Black Gram,Mar-22,6455
Cuddalore,Black Gram,Mar-22,6350
Cuddalore,Black Gram,Apr-22,6460
Cuddalore,Black Gram,Apr-22,6425
Cuddalore,Black Gram,Apr-22,6450
Cuddalore,Black Gram,May-22,6445
Cuddalore,Black Gram,May-22,6265
Cuddalore,Black Gram,May-22,6385
Cuddalore,Black Gram,Jun-22,6340
Cuddalore,Black Gram,Jun-22,6450
Cuddalore,Black Gram,Jul-22,6345
Cuddalore,Black Gram,Jul-22,6440
Cuddalore,Black Gram,Jul-22,6330
Cuddalore,Black Gram,Aug-22,6335
Cuddalore,Black Gram,Aug-22,6305
Cuddalore,Black Gram,Aug-22,6390
Cuddalore,Black Gram,Sep-22,6330
Cuddalore,Black Gram,Sep-22,6370
Cuddalore,Black Gram,Sep-22,6325
Cuddalore,Black Gram,Oct-22,6265
Cuddalore,Black Gram,Oct-22,6355
Cuddalore,Black Gram,Nov-22,6325
Cuddalore,Black Gram,Nov-22,6325
Cuddalore,Black Gram,Nov-22,6275
Cuddalore,Black Gram,Dec-22,6395
Cuddalore,Black Gram,Dec-22,6340
Cuddalore,Black Gram,Dec-22,6430
Cuddalore,Black Gram,Jan-23,6300
Cuddalore,Black Gram,Jan-23,6420
Cuddalore,Black Gram,Jan-23,6440
Cuddalore,Black Gram,Feb-23,6335
Cuddalore,Black Gram,Feb-23,6360
Cuddalore,Black Gram,Feb-23,6310
Cuddalore,Black Gram,Mar-23,6345
Cuddalore,Black Gram,Mar-23,6375
Cuddalore,Black Gram,Mar-23,6450
Cuddalore,Coconut,Jan-19,2360
Cuddalore,Coconut,Jan-19,2410
Cuddalore,Coconut,Feb-19,2325
Cuddalore,Coconut,Feb-19,2450
Cuddalore,Coconut,Mar-19,2345
Cuddalore,Coconut,Mar-19,2505
Cuddalore,Coconut,Apr-19,2445
Cuddalore,Coconut,Apr-19,2390
Cuddalore,Coconut,May-19,2510
Cuddalore,Coconut,May-19,2365
Cuddalore,Coconut,Jun-19,2435
Cuddalore,Coconut,Jun-19,2455
Cuddalore,Coconut,Jul-19,2505
Cuddalore,Coconut,Jul-19,2475
Cuddalore,Coconut,Aug-19,2425
Cuddalore,Coconut,Aug-19,2450
Cuddalore,Coconut,Sep-19,2340
Cuddalore,Coconut,Sep-19,2350
Cuddalore,Coconut,Oct-19,2395
Cuddalore,Coconut,Oct-19,2395
Cuddalore,Coconut,Nov-19,2435
Cuddalore,Coconut,Nov-19,2510
Cuddalore,Coconut,Dec-19,2390
Cuddalore,Coconut,Dec-19,2445
Cuddalore,Coconut,Jan-20,2485
Cuddalore,Coconut,Jan-20,2370
Cuddalore,Coconut,Feb-20,2455
Cuddalore,Coconut,Feb-20,2480
Cuddalore,Coconut,Mar-20,2400
Cuddalore,Coconut,Mar-20,2515
Cuddalore,Coconut,Apr-20,2340
Cuddalore,Coconut,Apr-20,2490
Cuddalore,Coconut,May-20,2335
Cuddalore,Coconut,May-20,2455
Cuddalore,Coconut,Jun-20,2380
Cuddalore,Coconut,Jun-20,2480
Cuddalore,Coconut,Jul-20,2490
Cuddalore,Coconut,Jul-20,2475
Cuddalore,Coconut,Aug-20,2510
Cuddalore,Coconut,Aug-20,2330
Cuddalore,Coconut,Sep-20,2405
Cuddalore,Coconut,Sep-20,2520
Cuddalore,Coconut,Oct-20,2375
Cuddalore,Coconut,Oct-20,2340
Cuddalore,Coconut,Nov-20,2520
Cuddalore,Coconut,Nov-20,2415
Cuddalore,Coconut,Dec-20,2450
Cuddalore,Coconut,Dec-20,2515
Cuddalore,Coconut,Jan-21,2505
Cuddalore,Coconut,Jan-21,2515
Cuddalore,Coconut,Feb-21,2375
Cuddalore,Coconut,Feb-21,2510
Cuddalore,Coconut,Mar-21,2480
Cuddalore,Coconut,Mar-21,2400
Cuddalore,Coconut,Apr-21,2415
Cuddalore,Coconut,Apr-21,2490
Cuddalore,Coconut,May-21,2440
Cuddalore,Coconut,Jun-21,2335
Cuddalore,Coconut,Jun-21,2515
Cuddalore,Coconut,Jul-21,2360
Cuddalore,Coconut,Jul-21,2345
Cuddalore,Coconut,Aug-21,2380
Cuddalore,Coconut,Aug-21,2440
Cuddalore,Coconut,Sep-21,2370
Cuddalore,Coconut,Sep-21,2360
Cuddalore,Coconut,Oct-21,2445
Cuddalore,Coconut,Oct-21,2515
Cuddalore,Coconut,Nov-21,2510
Cuddalore,Coconut,Nov-21,2425
Cuddalore,Coconut,Dec-21,2360
Cuddalore,Coconut,Dec-21,2405
Cuddalore,Coconut,Jan-22,2475
Cuddalore,Coconut,Jan-22,2405
Cuddalore,Coconut,Feb-22,2515
Cuddalore,Coconut,Feb-22,2475
Cuddalore,Coconut,Mar-22,2405
Cuddalore,Coconut,Mar-22,2335
Cuddalore,Coconut,Apr-22,2475
Cuddalore,Coconut,Apr-22,2380
Cuddalore,Coconut,May-22,2400
Cuddalore,Coconut,May-22,2495
Cuddalore,Coconut,Jun-22,2395
Cuddalore,Coconut,Jun-22,2495
Cuddalore,Coconut,Jul-22,2390
Cuddalore,Coconut,Jul-22,2420
Cuddalore,Coconut,Aug-22,2485
Cuddalore,Coconut,Aug-22,2335
Cuddalore,Coconut,Sep-22,2465
Cuddalore,Coconut,Sep-22,2425
Cuddalore,Coconut,Oct-22,2345
Cuddalore,Coconut,Oct-22,2400
Cuddalore,Coconut,Nov-22,2355
Cuddalore,Coconut,Nov-22,2495
Cuddalore,Coconut,Dec-22,2375
Cuddalore,Coconut,Jan-23,2420
Cuddalore,Coconut,Jan-23,2390
Cuddalore,Coconut,Feb-23,2490
Cuddalore,Coconut,Feb-23,2445
Cuddalore,Coconut,Mar-23,2490
Cuddalore,Coconut,Mar-23,2370
Cuddalore,Green Gram,Jan-18,5510
Cuddalore,Green Gram,Jan-18,5365
Cuddalore,Green Gram,Jan-18,5400
Cuddalore,Green Gram,Feb-18,5380
Cuddalore,Green Gram,Feb-18,5510
Cuddalore,Green Gram,Feb-18,5375
Cuddalore,Green Gram,Mar-18,5440
Cuddalore,Green Gram,Mar-18,5450
Cuddalore,Green Gram,Mar-18,5400
Cuddalore,Green Gram,Apr-18,5530
Cuddalore,Green Gram,Apr-18,5540
Cuddalore,Green Gram,Apr-18,5490
Cuddalore,Green Gram,May-18,5530
Cuddalore,Green Gram,May-18,5495
Cuddalore,Green Gram,May-18,5520
Cuddalore,Green Gram,Jun-18,5405
Cuddalore,Green Gram,Jun-18,5425
Cuddalore,Green Gram,Jul-18,5415
Cuddalore,Green Gram,Jul-18,5360
Cuddalore,Green Gram,Aug-18,5515
Cuddalore,Green Gram,Aug-18,5500
Cuddalore,Green Gram,Sep-18,5370
Cuddalore,Green Gram,Sep-18,5485
Cuddalore,Green Gram,Oct-18,5510
Cuddalore,Green Gram,Nov-18,5455
Cuddalore,Green Gram,Dec-18,5415
Cuddalore,Green Gram,Dec-18,5515
Cuddalore,Green Gram,Jan-19,5445
Cuddalore,Green Gram,Jan-19,5435
Cuddalore,Green Gram,Jan-19,5400
Cuddalore,Green Gram,Feb-19,5370
Cuddalore,Green Gram,Feb-19,5410
Cuddalore,Green Gram,Feb-19,5490
Cuddalore,Green Gram,Feb-19,5460
Cuddalore,Green Gram,Mar-19,5450
Cuddalore,Green Gram,Mar-19,5520
Cuddalore,Green Gram,Mar-19,5375
Cuddalore,Green Gram,Apr-19,5390
Cuddalore,Green Gram,Apr-19,5385
Cuddalore,Green Gram,Apr-19,5430
Cuddalore,Green Gram,May-19,5445
Cuddalore,Green Gram,May-19,5440
Cuddalore,Green Gram,Jun-19,5465
Cuddalore,Green Gram,Jun-19,5465
Cuddalore,Green Gram,Jun-19,5450
Cuddalore,Green Gram,Jul-19,5350
Cuddalore,Green Gram,Jul-19,5425
Cuddalore,Green Gram,Aug-19,5440
Cuddalore,Green Gram,Aug-19,5520
Cuddalore,Green Gram,Aug-19,5435
Cuddalore,Green Gram,Sep-19,5455
Cuddalore,Green Gram,Oct-19,5420
Cuddalore,Green Gram,Oct-19,5425
Cuddalore,Green Gram,Nov-19,5450
Cuddalore,Green Gram,Nov-19,5435
Cuddalore,Green Gram,Nov-19,5470
Cuddalore,Green Gram,Dec-19,5445
Cuddalore,Green Gram,Dec-19,5380
Cuddalore,Green Gram,Jan-20,5385
Cuddalore,Green Gram,Jan-20,5515
Cuddalore,Green Gram,Feb-20,5410
Cuddalore,Green Gram,Feb-20,5370
Cuddalore,Green Gram,Feb-20,5515
Cuddalore,Green Gram,Mar-20,5535
Cuddalore,Green Gram,Mar-20,5450
Cuddalore,Green Gram,Mar-20,5435
Cuddalore,Green Gram,Apr-20,5390
Cuddalore,Green Gram,Apr-20,5380
Cuddalore,Green Gram,May-20,5485
Cuddalore,Green Gram,May-20,5415
Cuddalore,Green Gram,May-20,5480
Cuddalore,Green Gram,Jun-20,5505
Cuddalore,Green Gram,Jun-20,5375
Cuddalore,Green Gram,Jun-20,5490
Cuddalore,Green Gram,Jul-20,5365
Cuddalore,Green Gram,Aug-20,5365
Cuddalore,Green Gram,Aug-20,5490
Cuddalore,Green Gram,Sep-20,5420
Cuddalore,Green Gram,Sep-20,5430
Cuddalore,Green Gram,Nov-20,5415
Cuddalore,Green Gram,Dec-20,5500
Cuddalore,Green Gram,Jan-21,5485
Cuddalore,Green Gram,Feb-21,5510
Cuddalore,Green Gram,Feb-21,5425
Cuddalore,Green Gram,Mar-21,5490
Cuddalore,Green Gram,Apr-21,5465
Cuddalore,Green Gram,May-21,5465
Cuddalore,Green Gram,Jun-21,5510
Cuddalore,Green Gram,Jun-21,5465
Cuddalore,Green Gram,Dec-21,5400
Cuddalore,Green Gram,Feb-22,5345
Cuddalore,Green Gram,Feb-22,5355
Cuddalore,Green Gram,Mar-22,5475
Cuddalore,Green Gram,Mar-22,5455
Cuddalore,Green Gram,Mar-22,5395
Cuddalore,Green Gram,Apr-22,5455
Cuddalore,Green Gram,Apr-22,5535
Cuddalore,Green Gram,May-22,5385
Cuddalore,Green Gram,May-22,5390
Cuddalore,Green Gram,Jun-22,5410
Cuddalore,Green Gram,Jun-22,5385
Cuddalore,Green Gram,Jul-22,5400
Cuddalore,Green Gram,Aug-22,5435
Cuddalore,Green Gram,Sep-22,5410
Cuddalore,Green Gram,Nov-22,5470
Cuddalore,Green Gram,Jan-23,5400
Cuddalore,Green Gram,Jan-23,5495
Cuddalore,Green Gram,Feb-23,5505
Cuddalore,Green Gram,Feb-23,5345
Cuddalore,Green Gram,Feb-23,5355
Cuddalore,Green Gram,Mar-23,5405
Cuddalore,Green Gram,Mar-23,5510
Cuddalore,Maize,Jan-19,1935
Cuddalore,Maize,Jan-19,1945
Cuddalore,Maize,Jan-19,1950
Cuddalore,Maize,Feb-19,1815
Cuddalore,Maize,Feb-19,1790
Cuddalore,Maize,Mar-19,1925
Cuddalore,Maize,Mar-19,1865
Cuddalore,Maize,Apr-19,1975
Cuddalore,Maize,Apr-19,1890
Cuddalore,Maize,Apr-19,1860
Cuddalore,Maize,May-19,1850
Cuddalore,Maize,May-19,1780
Cuddalore,Maize,Jun-19,1790
Cuddalore,Maize,Jun-19,1840
Cuddalore,Maize,Jul-19,1785
Cuddalore,Maize,Jul-19,1795
Cuddalore,Maize,Aug-19,1890
Cuddalore,Maize,Aug-19,1880
Cuddalore,Maize,Aug-19,1900
Cuddalore,Maize,Sep-19,1790
Cuddalore,Maize,Sep-19,1795
Cuddalore,Maize,Oct-19,1865
Cuddalore,Maize,Oct-19,1925
Cuddalore,Maize,Nov-19,1885
Cuddalore,Maize,Nov-19,1970
Cuddalore,Maize,Dec-19,1970
Cuddalore,Maize,Dec-19,1810
Cuddalore,Maize,Dec-19,1785
Cuddalore,Maize,Jan-20,1835
Cuddalore,Maize,Jan-20,1875
Cuddalore,Maize,Feb-20,1830
Cuddalore,Maize,Feb-20,1810
Cuddalore,Maize,Mar-20,1790
Cuddalore,Maize,Mar-20,1935
Cuddalore,Maize,Apr-20,1915
Cuddalore,Maize,Apr-20,1960
Cuddalore,Maize,Apr-20,1845
Cuddalore,Maize,May-20,1900
Cuddalore,Maize,May-20,1910
Cuddalore,Maize,Jun-20,1810
Cuddalore,Maize,Jun-20,1865
Cuddalore,Maize,Jul-20,1885
Cuddalore,Maize,Jul-20,1910
Cuddalore,Maize,Aug-20,1975
Cuddalore,Maize,Aug-20,1895
Cuddalore,Maize,Aug-20,1945
Cuddalore,Maize,Sep-20,1840
Cuddalore,Maize,Sep-20,1935
Cuddalore,Maize,Oct-20,1890
Cuddalore,Maize,Oct-20,1840
Cuddalore,Maize,Nov-20,1825
Cuddalore,Maize,Nov-20,1965
Cuddalore,Maize,Dec-20,1960
Cuddalore,Maize,Dec-20,1930
Cuddalore,Maize,Dec-20,1860
Cuddalore,Maize,Jan-21,1960
Cuddalore,Maize,Jan-21,1820
Cuddalore,Maize,Feb-21,1950
Cuddalore,Maize,Feb-21,1965
Cuddalore,Maize,Mar-21,1920
Cuddalore,Maize,Mar-21,1940
Cuddalore,Maize,Mar-21,1810
Cuddalore,Maize,Apr-21,1840
Cuddalore,Maize,Apr-21,1975
Cuddalore,Maize,May-21,1905
Cuddalore,Maize,May-21,1870
Cuddalore,Maize,Jun-21,1920
Cuddalore,Maize,Jun-21,1955
Cuddalore,Maize,Jul-21,1915
Cuddalore,Maize,Jul-21,1785
Cuddalore,Maize,Aug-21,1975
Cuddalore,Maize,Aug-21,1795
Cuddalore,Maize,Aug-21,1780
Cuddalore,Maize,Sep-21,1885
Cuddalore,Maize,Sep-21,1820
Cuddalore,Maize,Oct-21,1845
Cuddalore,Maize,Oct-21,1830
Cuddalore,Maize,Nov-21,1970
Cuddalore,Maize,Nov-21,1795
Cuddalore,Maize,Nov-21,1870
Cuddalore,Maize,Dec-21,1975
Cuddalore,Maize,Dec-21,1955
Cuddalore,Maize,Jan-22,1970
Cuddalore,Maize,Jan-22,1965
Cuddalore,Maize,Feb-22,1820
Cuddalore,Maize,Feb-22,1970
Cuddalore,Maize,Mar-22,1835
Cuddalore,Maize,Mar-22,1950
Cuddalore,Maize,Mar-22,1790
Cuddalore,Maize,Apr-22,1945
Cuddalore,Maize,Apr-22,1915
Cuddalore,Maize,May-22,1960
Cuddalore,Maize,May-22,1780
Cuddalore,Maize,Jun-22,1920
Cuddalore,Maize,Jun-22,1865
Cuddalore,Maize,Jun-22,1790
Cuddalore,Maize,Jul-22,1935
Cuddalore,Maize,Jul-22,1915
Cuddalore,Maize,Aug-22,1830
Cuddalore,Maize,Aug-22,1845
Cuddalore,Maize,Sep-22,1850
Cuddalore,Maize,Sep-22,1825
Cuddalore,Maize,Oct-22,1850
Cuddalore,Maize,Oct-22,1825
Cuddalore,Maize,Oct-22,1845
Cuddalore,Maize,Nov-22,1870
Cuddalore,Maize,Nov-22,1825
Cuddalore,Maize,Dec-22,1825
Cuddalore,Maize,Dec-22,1905
Cuddalore,Maize,Jan-23,1885
Cuddalore,Maize,Jan-23,1900
Cuddalore,Maize,Feb-23,1870
Cuddalore,Maize,Feb-23,1940
Cuddalore,Maize,Feb-23,1785
Cuddalore,Maize,Mar-23,1800
Cuddalore,Maize,Mar-23,1835
Cuddalore,Red Gram,Feb-01,4545
Cuddalore,Red Gram,Feb-01,4645
Cuddalore,Red Gram,Mar-01,4545
Cuddalore,Red Gram,Aug-02,4555
Cuddalore,Red Gram,Feb-03,4525
Cuddalore,Red Gram,Oct-03,4585
Cuddalore,Red Gram,Apr-04,4705
Cuddalore,Red Gram,Feb-05,4610
Cuddalore,Red Gram,Feb-06,4680
Cuddalore,Red Gram,Jul-06,4695
Cuddalore,Red Gram,Feb-07,4600
Cuddalore,Red Gram,Jul-07,4665
Cuddalore,Red Gram,Feb-08,4665
Cuddalore,Red Gram,Mar-08,4710
Cuddalore,Red Gram,Jan-09,4600
Cuddalore,Red Gram,Feb-09,4570
Cuddalore,Red Gram,Mar-09,4600
Cuddalore,Red Gram,Feb-10,4525
Cuddalore,Red Gram,Apr-10,4620
Cuddalore,Red Gram,Oct-11,4615
Cuddalore,Red Gram,Mar-12,4660
Cuddalore,Red Gram,Feb-13,4560
Cuddalore,Red Gram,Apr-13,4675
Cuddalore,Red Gram,Mar-14,4610
Cuddalore,Red Gram,Feb-15,4650
Cuddalore,Red Gram,Mar-15,4550
Cuddalore,Red Gram,Feb-16,4670
Cuddalore,Red Gram,Feb-16,4520
Cuddalore,Red Gram,Feb-16,4600
Cuddalore,Red Gram,Feb-16,4595
Cuddalore,Red Gram,Feb-16,4695
Cuddalore,Red Gram,Mar-16,4710
Cuddalore,Red Gram,Mar-16,4515
Cuddalore,Red Gram,Mar-16,4555
Cuddalore,Red Gram,Aug-16,4580
Cuddalore,Red Gram,Jan-17,4590
Cuddalore,Red Gram,Jan-17,4540
Cuddalore,Red Gram,Feb-17,4710
Cuddalore,Red Gram,Feb-17,4675
Cuddalore,Red Gram,Feb-17,4695
Cuddalore,Red Gram,Feb-17,4585
Cuddalore,Red Gram,Mar-17,4640
Cuddalore,Red Gram,Mar-17,4630
Cuddalore,Red Gram,Mar-17,4590
Cuddalore,Red Gram,Mar-17,4690
Cuddalore,Red Gram,Mar-17,4620
Cuddalore,Red Gram,Mar-17,4610
Cuddalore,Red Gram,Mar-17,4570
Cuddalore,Red Gram,Apr-17,4560
Cuddalore,Red Gram,Apr-17,4560
Cuddalore,Red Gram,Apr-17,4650
Cuddalore,Red Gram,Apr-17,4520
Cuddalore,Red Gram,May-17,4550
Cuddalore,Red Gram,Jun-17,4665
Cuddalore,Red Gram,Aug-17,4570
Cuddalore,Red Gram,Jan-18,4525
Cuddalore,Red Gram,Jan-18,4620
Cuddalore,Red Gram,Feb-18,4665
Cuddalore,Red Gram,Feb-18,4700
Cuddalore,Red Gram,Mar-18,4685
Cuddalore,Red Gram,Apr-18,4515
Cuddalore,Red Gram,May-18,4645
Cuddalore,Red Gram,Aug-18,4665
Cuddalore,Red Gram,Jan-19,4600
Cuddalore,Red Gram,Jan-19,4605
Cuddalore,Red Gram,Jan-19,4575
Cuddalore,Red Gram,Feb-19,4520
Cuddalore,Red Gram,Mar-19,4630
Cuddalore,Red Gram,Aug-19,4640
Cuddalore,Red Gram,Feb-20,4655
Cuddalore,Red Gram,Nov-20,4630
Cuddalore,Red Gram,Jan-21,4660
Cuddalore,Red Gram,Jan-21,4640
Cuddalore,Red Gram,Mar-21,4615
Cuddalore,Red Gram,Apr-21,4660
Cuddalore,Red Gram,Apr-21,4675
Cuddalore,Red Gram,May-21,4525
Cuddalore,Red Gram,Jun-21,4660
Cuddalore,Red Gram,Jun-21,4565
Cuddalore,Red Gram,Jul-21,4515
Cuddalore,Red Gram,Aug-21,4630
Cuddalore,Red Gram,Aug-21,4700
Cuddalore,Red Gram,Sep-21,4565
Cuddalore,Red Gram,Sep-21,4550
Cuddalore,Red Gram,Oct-21,4610
Cuddalore,Red Gram,Nov-21,4530
Cuddalore,Red Gram,Dec-21,4590
Cuddalore,Red Gram,Jan-22,4700
Cuddalore,Red Gram,Feb-22,4680
Cuddalore,Red Gram,Feb-22,4700
Cuddalore,Red Gram,Feb-22,4590
Cuddalore,Red Gram,Feb-22,4565
Cuddalore,Red Gram,Mar-22,4585
Cuddalore,Red Gram,Mar-22,4530
Cuddalore,Red Gram,Mar-22,4620
Cuddalore,Red Gram,Mar-22,4600
Cuddalore,Red Gram,Apr-22,4545
Cuddalore,Red Gram,Jun-22,4550
Cuddalore,Red Gram,Jul-22,4630
Cuddalore,Red Gram,Oct-22,4700
Cuddalore,Red Gram,Nov-22,4650
Cuddalore,Red Gram,Dec-22,4710
Cuddalore,Red Gram,Dec-22,4620
Cuddalore,Red Gram,Jan-23,4515
Cuddalore,Red Gram,Feb-23,4620
Cuddalore,Red Gram,Feb-23,4580
Cuddalore,Red Gram,Mar-23,4550
Cuddalore,Red Gram,Mar-23,4595
Cuddalore,Rice,Apr-10,1405
Cuddalore,Rice,Sep-10,1320
Cuddalore,Rice,Apr-11,1440
Cuddalore,Rice,Jul-11,1365
Cuddalore,Rice,Jun-12,1245
Cuddalore,Rice,Oct-12,1410
Cuddalore,Rice,Dec-12,1305
Cuddalore,Rice,Dec-12,1380
Cuddalore,Rice,Mar-13,1380
Cuddalore,Rice,Jul-13,1405
Cuddalore,Rice,Aug-13,1315
Cuddalore,Rice,Nov-13,1295
Cuddalore,Rice,Feb-14,1285
Cuddalore,Rice,Mar-14,1415
Cuddalore,Rice,Dec-14,1445
Cuddalore,Rice,Feb-15,1380
Cuddalore,Rice,May-15,1370
Cuddalore,Rice,May-15,1365
Cuddalore,Rice,Feb-16,1445
Cuddalore,Rice,Oct-16,1375
Cuddalore,Rice,Jan-17,1420
Cuddalore,Rice,Feb-17,1280
Cuddalore,Rice,Mar-17,1340
Cuddalore,Rice,Mar-17,1370
Cuddalore,Rice,Apr-17,1290
Cuddalore,Rice,Apr-17,1380
Cuddalore,Rice,Apr-17,1280
Cuddalore,Rice,May-17,1340
Cuddalore,Rice,Jun-17,1265
Cuddalore,Rice,Jul-17,1420
Cuddalore,Rice,Jul-17,1425
Cuddalore,Rice,Aug-17,1295
Cuddalore,Rice,Aug-17,1325
Cuddalore,Rice,Sep-17,1385
Cuddalore,Rice,Oct-17,1285
Cuddalore,Rice,Oct-17,1410
Cuddalore,Rice,Oct-17,1390
Cuddalore,Rice,Nov-17,1350
Cuddalore,Rice,Nov-17,1330
Cuddalore,Rice,Dec-17,1380
Cuddalore,Rice,Dec-17,1260
Cuddalore,Rice,Jan-18,1270
Cuddalore,Rice,Jan-18,1440
Cuddalore,Rice,Jan-18,1370
Cuddalore,Rice,Feb-18,1265
Cuddalore,Rice,Feb-18,1360
Cuddalore,Rice,Feb-18,1340
Cuddalore,Rice,Feb-18,1300
Cuddalore,Rice,Mar-18,1330
Cuddalore,Rice,Mar-18,1420
Cuddalore,Rice,Mar-18,1325
Cuddalore,Rice,Apr-18,1285
Cuddalore,Rice,Apr-18,1250
Cuddalore,Rice,May-18,1430
Cuddalore,Rice,Jun-18,1385
Cuddalore,Rice,Jul-18,1430
Cuddalore,Rice,Jul-18,1440
Cuddalore,Rice,Jul-18,1415
Cuddalore,Rice,Aug-18,1445
Cuddalore,Rice,Aug-18,1355
Cuddalore,Rice,Oct-18,1355
Cuddalore,Rice,Oct-18,1415
Cuddalore,Rice,Oct-18,1305
Cuddalore,Rice,Nov-18,1390
Cuddalore,Rice,Dec-18,1360
Cuddalore,Rice,Jan-19,1270
Cuddalore,Rice,Jan-19,1305
Cuddalore,Rice,Jan-19,1355
Cuddalore,Rice,Feb-19,1410
Cuddalore,Rice,Feb-19,1380
Cuddalore,Rice,Feb-19,1415
Cuddalore,Rice,Feb-19,1345
Cuddalore,Rice,Mar-19,1385
Cuddalore,Rice,Apr-19,1275
Cuddalore,Rice,Apr-19,1260
Cuddalore,Rice,May-19,1300
Cuddalore,Rice,May-19,1420
Cuddalore,Rice,May-19,1385
Cuddalore,Rice,Jun-19,1365
Cuddalore,Rice,Jul-19,1405
Cuddalore,Rice,Jul-19,1320
Cuddalore,Rice,Jul-19,1380
Cuddalore,Rice,Aug-19,1365
Cuddalore,Rice,Aug-19,1370
Cuddalore,Rice,Sep-19,1340
Cuddalore,Rice,Sep-19,1270
Cuddalore,Rice,Oct-19,1405
Cuddalore,Rice,Oct-19,1320
Cuddalore,Rice,Oct-19,1285
Cuddalore,Rice,Nov-19,1410
Cuddalore,Rice,Nov-19,1385
Cuddalore,Rice,Dec-19,1360
